company_id,company_name,legal_form,sector,region,size_category,founded_year,age_years,employees,revenues_mdl,assets_mdl,liabilities_mdl,equity_mdl,bank_borrowings_mdl,trade_payables_mdl,intercompany_loans_in_mdl,ebitda_margin,net_margin,interest_coverage,current_ratio,quick_ratio,working_capital_to_assets,retained_earnings_to_assets,roa,roe,sales_growth,probability_of_distress,distress_flag,network_out_degree,network_in_degree,out_exposure_total_mdl,in_exposure_total_mdl,contagion_index_equity_at_risk,vulnerability_bucket,top5_counterparty_share_out
CO100635,Compania G635 Cimișlia SRL,SRL,G-Comerț cu ridicata&amănuntul,UTA Găgăuzia,Mici,1997,28,37,33036451.91,26718909.96,10320036.05,16398873.9,4445785.78,1838574.95,534522.46,0.057,-0.0175,5.63,1.22,0.54,0.157,0.357,-0.022,-0.035,-0.19,0.0065,0,6,11,7337158.76,8753242.8,0.111,Scăzut,0.983
CO100636,Compania G636 Ocnița SRL,SRL,G-Comerț cu ridicata&amănuntul,Dubăsari,Micro,2008,17,6,3240658.78,3810469.87,842639.45,2967830.42,491427.76,197046.05,25344.95,0.2932,0.25,18.28,1.79,1.38,0.176,0.216,0.213,0.273,-0.056,0.001,0,4,11,4737846.88,7697601.1,0.363,Moderat,1.0
CO100637,Compania F637 Leova SRL,SRL,F-Construcții,Drochia,Mari,1993,32,830,1251716537.09,956856694.32,357054698.89,599801995.43,129830193.96,36071290.28,13504592.44,0.1177,0.0149,9.66,2.34,1.77,0.014,0.156,0.02,0.031,0.1,0.0,0,9,12,38476299.51,600590566.01,0.036,Foarte scăzut,0.975
CO100638,Compania C638 Sîngerei SRL,SRL,C-Industrie prelucrătoare,Glodeni,Mici,2010,15,56,14473939.3,13416003.94,5509191.53,7906812.41,3634030.04,1090845.35,395623.66,0.2671,0.2075,8.34,1.79,1.4,0.058,0.166,0.224,0.38,0.286,0.0007,0,10,12,27752933.3,3618563.71,1.132,Ridicat,0.798
CO100639,Compania C639 Bălți SRL,SRL,C-Industrie prelucrătoare,Cahul,Mici,2005,20,19,13775260.01,17289533.67,12610506.53,4679027.13,8008387.27,3338985.75,341264.93,0.1931,0.1056,3.54,1.35,1.33,0.1,0.018,0.084,0.311,0.051,0.0134,0,10,8,9470877.49,4964577.52,0.893,Ridicat,0.923
CO100640,Compania C640 Căușeni SRL,SRL,C-Industrie prelucrătoare,Fălești,Mijlocii,1996,29,51,33965719.94,37728068.02,17606678.31,20121389.71,10056093.44,4183988.98,774835.46,0.2535,0.25,7.52,1.35,1.01,0.209,0.037,0.225,0.422,-0.022,0.0019,0,14,11,17911347.76,32911087.44,0.273,Scăzut,0.791
CO100641,Compania A641 Ungheni SRL,SRL,A-Agricultură,UTA Găgăuzia,Micro,2014,11,5,1128642.97,1119666.5,520735.3,598931.21,320691.55,154030.27,23964.8,0.2629,0.1933,8.74,0.64,0.11,-0.081,-0.187,0.195,0.364,-0.057,0.0884,0,15,8,14429806.74,10313319.79,10.0,Sever,0.788
CO100642,Compania K642 Căușeni II,II,K-Financiar,Cimișlia,Micro,1997,28,6,1313038.55,1308054.54,623251.08,684803.46,362791.67,152472.2,55764.29,0.0374,-0.02,1.15,1.66,1.04,0.105,0.348,-0.02,-0.038,-0.145,0.0454,0,10,11,11779321.59,6270933.04,9.854,Sever,0.827
CO100643,Compania D643 Ocnița SRL,SRL,D-Energie/Electricitate,Criuleni,Micro,1996,29,13,3444138.0,3332004.91,1581762.11,1750242.8,1095239.69,171185.87,36095.67,0.0932,-0.0099,2.42,1.75,1.4,0.081,0.283,-0.01,-0.02,0.061,0.0107,0,13,10,26625017.19,3141238.8,5.873,Sever,0.824
CO100644,Compania G644 Cimișlia II,II,G-Comerț cu ridicata&amănuntul,Șoldănești,Mici,2019,6,57,8644077.49,9517361.95,8170877.28,1346484.67,4211032.45,2313939.99,183571.27,0.1473,0.1192,2.81,1.02,0.95,0.016,0.056,0.108,0.5,0.085,0.0793,0,7,11,5155269.62,8170797.06,1.161,Ridicat,0.982
CO100645,Compania F645 Drochia SA,SA,F-Construcții,Rîșcani,Mici,2011,14,62,68817103.82,57301302.16,34441236.78,22860065.38,15515665.88,7300393.03,964194.58,0.2876,0.1984,12.22,1.44,0.52,0.3,0.044,0.238,0.5,0.216,0.0007,0,14,9,21855569.8,15383543.21,0.67,Moderat,0.823
CO100646,Compania F646 Soroca SRL,SRL,F-Construcții,Criuleni,Mici,2013,12,27,17844887.49,18426511.3,17505185.74,921325.57,8911293.21,4706830.87,996210.07,0.203,0.1632,4.24,1.4,0.99,0.221,-0.149,0.158,0.5,0.152,0.0115,0,11,8,12061011.64,18158680.21,5.022,Sever,0.883
CO100647,Compania J647 Rezina SRL,SRL,J-Informații&Comunicații,Rezina,Mijlocii,2014,11,108,45715992.08,49965333.41,26329052.81,23636280.6,17513648.77,7206560.11,2559614.25,0.0661,0.0177,2.1,1.43,0.98,0.207,0.335,0.016,0.034,0.018,0.006,0,9,7,9043285.4,8199193.34,0.144,Scăzut,0.945
CO100648,Compania D648 Orhei SRL,SRL,D-Energie/Electricitate,Călărași,Micro,2024,1,9,7505247.33,11026704.39,8132695.71,2894008.68,5891123.67,1434475.01,308010.12,0.0329,0.0118,0.35,1.44,0.86,0.131,0.094,0.008,0.031,-0.224,0.0825,0,14,8,117369403.7,5793273.91,8.611,Sever,0.97
CO100649,Compania J649 Cimișlia SA,SA,J-Informații&Comunicații,Ialoveni,Micro,2022,3,9,1576011.52,1659769.19,1215524.76,444244.43,575694.06,133337.82,116032.84,0.2188,0.1721,4.01,1.62,1.54,0.06,0.18,0.163,0.5,0.093,0.0189,0,6,20,4715907.08,23225171.22,4.849,Sever,0.991
CO100650,Compania M650 Telenești SRL,SRL,M-Servicii profesionale,Ocnița,Micro,2015,10,8,1811083.21,2626334.84,948042.11,1678292.73,431007.81,115399.3,85139.91,0.2284,0.1629,8.55,1.26,0.9,0.164,0.224,0.112,0.176,0.05,0.0069,0,6,5,11812224.13,17009382.25,5.443,Sever,0.997
CO100651,Compania C651 Briceni SRL,SRL,C-Industrie prelucrătoare,Dondușeni,Mici,2012,13,38,35052769.42,29725702.43,14296686.37,15429016.06,5146333.79,4155892.58,1421419.12,0.0256,-0.0173,2.15,1.26,1.07,0.087,0.167,-0.02,-0.039,-0.079,0.0171,0,13,8,16713242.68,6285444.81,0.322,Moderat,0.786
CO100652,Compania J652 Fălești SRL,SRL,J-Informații&Comunicații,Leova,Micro,2016,9,10,3333377.14,4235919.79,2139476.39,2096443.4,1558643.77,571656.17,166707.03,0.132,0.1107,1.94,1.11,0.13,-0.035,0.192,0.087,0.176,0.196,0.0503,0,14,9,9465950.06,5913254.93,1.547,Ridicat,0.744
CO100653,Compania R653 UTA Găgăuzia ÎM,ÎM,R-Cultură&Recreere,Dondușeni,Micro,2008,17,12,581342.11,1000000.0,544756.97,455243.03,395766.65,58674.76,53529.73,0.1764,0.1559,2.43,1.89,1.68,0.01,-0.022,0.091,0.199,0.133,0.0129,0,9,10,8820700.0,14984285.4,6.345,Sever,0.737
CO100654,Compania F654 Orhei SRL,SRL,F-Construcții,Rezina,Micro,2006,19,6,2909225.58,3356072.79,2277273.28,1078799.51,855386.72,669545.86,204590.09,0.176,0.1277,4.49,1.14,0.64,-0.043,0.339,0.111,0.344,0.02,0.0497,0,10,7,17828191.75,4756876.4,5.706,Sever,0.842
CO100655,Compania H655 Hîncești SRL,SRL,H-Transport&Depozitare,Soroca,Micro,1992,33,6,1033809.22,1447316.18,600286.0,847030.19,268984.5,77908.1,23003.31,0.1337,0.0623,3.93,0.74,0.52,0.101,0.077,0.045,0.076,-0.047,0.0902,0,11,10,33565714.18,6128191.87,7.04,Sever,0.955
CO100656,Compania H656 Ocnița SRL,SRL,H-Transport&Depozitare,Ocnița,Micro,2005,20,7,1152160.84,1317981.58,697378.21,620603.37,310897.92,182655.68,22401.16,0.1031,0.0899,2.55,0.97,0.44,0.198,0.348,0.079,0.167,0.259,0.0594,0,15,10,21886485.2,6182710.22,10.0,Sever,0.81
CO100657,Compania H657 Orhei SRL,SRL,H-Transport&Depozitare,Orhei,Micro,2002,23,7,2431361.55,3214299.22,1174876.61,2039422.61,529208.29,204598.0,45516.29,0.0711,-0.0225,2.5,0.91,0.44,0.005,-0.069,-0.017,-0.027,-0.03,0.0767,0,11,8,76151321.99,4089387.21,7.395,Sever,0.991
CO100658,Compania H658 Cantemir SRL,SRL,H-Transport&Depozitare,Cantemir,Mari,2023,2,742,447639512.87,295367537.39,148425347.02,146942190.37,58020003.22,34026228.56,7823393.65,0.2394,0.1315,16.49,0.98,0.54,0.202,0.328,0.199,0.401,0.123,0.001,0,4,8,70043097.8,6573020.31,0.475,Moderat,1.0
CO100659,Compania G659 Chișinău SRL,SRL,G-Comerț cu ridicata&amănuntul,Rezina,Mici,1998,27,40,11871004.91,10578707.06,8702416.86,1876290.2,4479506.11,1920978.1,867426.07,0.1431,0.0958,3.94,0.98,0.51,0.005,0.128,0.107,0.5,0.065,0.0592,0,7,8,22484401.2,9943925.61,4.024,Sever,0.969
CO100660,Compania P660 Leova II,II,P-Educație,Căușeni,Mari,2007,18,919,437857469.88,357880937.57,167700516.31,190180421.25,75543365.01,24843601.71,13817989.63,0.2127,0.1659,9.9,1.52,1.16,0.299,0.203,0.203,0.382,0.12,0.0002,0,8,18,53304342.66,237597933.83,0.165,Scăzut,0.974
CO100661,Compania G661 Bălți SRL,SRL,G-Comerț cu ridicata&amănuntul,Glodeni,Mari,2014,11,591,415306475.79,322318911.64,153704670.44,168614241.2,84373051.25,32812376.38,3916964.57,0.0788,0.0342,2.45,1.98,1.73,0.104,-0.06,0.044,0.084,-0.262,0.0008,0,13,13,39488410.68,118989452.93,0.125,Scăzut,0.837
CO100662,Compania C662 Ștefan Vodă SRL,SRL,C-Industrie prelucrătoare,Ocnița,Mijlocii,1994,31,79,78289082.44,85561407.25,39611108.88,45950298.38,24324827.94,9442403.93,2410076.96,0.1178,0.0145,3.46,2.2,1.77,0.115,0.212,0.013,0.025,0.103,0.0003,0,5,15,8101804.88,83431052.98,0.063,Foarte scăzut,1.0
CO100663,Compania G663 Sîngerei SRL,SRL,G-Comerț cu ridicata&amănuntul,Leova,Micro,1993,32,2,2512043.22,3090995.54,2386086.15,704909.39,1204769.03,651389.55,211733.95,0.1002,0.0317,2.05,1.53,1.19,0.38,0.126,0.026,0.113,-0.216,0.0406,0,9,13,4218584.94,18189321.11,1.646,Ridicat,0.875
CO100664,Compania G664 Ungheni SA,SA,G-Comerț cu ridicata&amănuntul,Dubăsari,Micro,2022,3,8,1577238.53,2135916.42,231058.76,1904857.66,119320.47,63148.51,6736.02,0.0723,0.0299,18.8,0.79,0.49,-0.115,0.201,0.022,0.025,0.224,0.0174,0,10,7,10715336.36,6170572.38,1.809,Ridicat,0.945
CO100665,Compania G665 Chișinău II,II,G-Comerț cu ridicata&amănuntul,Cantemir,Mici,2004,21,23,8416311.75,8366296.75,3204024.17,5162272.58,2123551.99,377619.95,156965.27,0.0609,0.0475,5.17,0.86,0.36,0.005,0.242,0.048,0.077,0.411,0.0152,0,9,11,2747050.69,17508208.37,0.238,Scăzut,0.823
CO100666,Compania F666 Fălești SRL,SRL,F-Construcții,Soroca,Mici,2012,13,31,12429691.12,12668552.74,8577636.5,4090916.24,5708250.06,1742177.72,185881.64,0.265,0.188,4.18,1.52,1.24,0.006,0.332,0.184,0.5,0.099,0.0078,0,8,8,63833812.79,12373642.48,10.0,Sever,0.962
CO100667,Compania F667 Rezina SRL,SRL,F-Construcții,Leova,Mici,2009,16,38,2782785.16,2387460.44,1041325.27,1346135.17,654771.49,226341.81,43920.51,0.2487,0.215,15.73,1.18,0.57,0.18,0.093,0.251,0.444,-0.074,0.0107,0,13,13,12934847.14,49267034.18,3.882,Sever,0.74
CO100668,Compania C668 Cahul SRL,SRL,C-Industrie prelucrătoare,UTA Găgăuzia,Mici,2022,3,34,10131918.16,11762967.31,5464650.48,6298316.83,1981057.52,1613857.78,185427.59,0.0532,-0.0193,2.55,0.82,0.64,0.058,0.085,-0.017,-0.031,-0.051,0.0625,0,9,12,23929769.91,11378376.86,2.302,Sever,0.926
CO100669,Compania J669 Cantemir SRL,SRL,J-Informații&Comunicații,Orhei,Mici,2006,19,63,19277307.3,17981988.54,9281979.84,8700008.71,4154897.42,1852439.65,276778.44,0.1092,0.0368,4.64,0.82,0.84,0.03,0.362,0.039,0.082,0.181,0.0218,0,14,9,14336128.03,12103811.67,0.544,Moderat,0.686
CO100670,Compania F670 Șoldănești SRL,SRL,F-Construcții,Dubăsari,Mijlocii,2010,15,101,53572752.64,56744798.07,18387799.02,38356999.05,8651079.55,2097860.7,1373217.38,0.2026,0.1356,9.36,1.24,1.02,0.109,0.056,0.128,0.189,0.278,0.0009,0,8,14,8157788.59,37425545.25,0.054,Foarte scăzut,0.95
CO100671,Compania G671 UTA Găgăuzia SRL,SRL,G-Comerț cu ridicata&amănuntul,Taraclia,Mici,2017,8,21,22423308.08,18392414.03,15037697.55,3354716.48,7129152.45,4197459.87,675080.49,0.1327,0.0677,4.14,0.95,0.14,-0.036,0.212,0.083,0.452,0.085,0.0484,0,14,12,29693872.29,30926428.06,3.175,Sever,0.886
CO100672,Compania M672 Dubăsari ÎM,ÎM,M-Servicii profesionale,Leova,Mijlocii,2022,3,61,131668047.2,125720892.26,96113636.81,29607255.46,65034279.86,23406800.91,2944896.06,0.228,0.1369,2.15,1.51,1.0,-0.033,0.04,0.143,0.5,-0.208,0.0092,0,7,14,7515675.8,35818073.67,0.085,Foarte scăzut,0.943
CO100673,Compania C673 Rîșcani SRL,SRL,C-Industrie prelucrătoare,Cimișlia,Micro,1994,31,7,4330654.86,5969861.83,4254993.95,1714867.88,1531556.53,1147095.3,348968.13,0.158,0.1235,3.55,0.94,0.75,-0.052,0.259,0.09,0.312,0.34,0.0507,0,7,12,8937119.85,9952793.69,1.44,Ridicat,0.98
CO100674,Compania L674 Nisporeni SRL,SRL,L-Imobiliare,Soroca,Mici,2020,5,27,9494623.4,9214602.2,4273242.41,4941359.79,2523313.58,692328.99,282896.32,0.1088,0.0966,3.35,1.7,1.78,-0.013,0.079,0.1,0.186,0.177,0.005,0,9,11,7441319.86,13459820.53,0.475,Moderat,0.895
CO100675,Compania M675 Soroca SA,SA,M-Servicii profesionale,Ialoveni,Mici,2007,18,35,4201997.84,4844245.5,2581118.24,2263127.26,1319323.28,619483.95,243813.6,0.1919,0.2098,6.89,0.61,0.05,0.106,0.282,0.182,0.39,0.102,0.0454,0,6,12,1461547.31,12159413.92,0.196,Scăzut,0.965
CO100676,Compania C676 Leova SRL,SRL,C-Industrie prelucrătoare,Soroca,Micro,2022,3,5,1639503.04,2081922.76,671078.92,1410843.84,416824.19,122442.84,27223.16,0.2155,0.1722,15.02,1.75,1.33,0.084,0.466,0.136,0.2,0.203,0.0017,0,9,14,26421133.97,17107768.47,6.93,Sever,0.963
CO100677,Compania G677 Ocnița SRL,SRL,G-Comerț cu ridicata&amănuntul,Florești,Micro,2010,15,11,2151287.83,2815016.67,2065777.56,749239.11,787878.52,288103.75,203858.61,0.1319,0.0503,3.05,1.58,1.14,0.144,0.141,0.038,0.144,0.037,0.0241,0,7,8,17411303.09,5632297.44,6.715,Sever,0.985
CO100678,Compania G678 Strășeni ÎM,ÎM,G-Comerț cu ridicata&amănuntul,Telenești,Micro,2004,21,4,2867129.19,3205944.45,2783662.48,422281.97,1395080.88,734881.09,60092.09,0.1852,0.1534,4.74,1.35,1.02,-0.075,-0.051,0.137,0.5,0.189,0.0388,0,10,11,24302197.83,6682137.32,10.0,Sever,0.963
CO100679,Compania L679 UTA Găgăuzia SRL,SRL,L-Imobiliare,Bălți,Micro,2005,20,6,2575478.94,3719886.97,2386787.02,1333099.95,1613193.49,260295.34,92250.32,0.1414,0.1147,2.61,1.59,1.14,-0.065,0.308,0.079,0.222,0.217,0.0201,0,14,9,19970372.61,12876857.49,9.123,Sever,0.851
CO100680,Compania G680 Cantemir SRL,SRL,G-Comerț cu ridicata&amănuntul,Rîșcani,Mici,2020,5,48,10432034.39,8967617.94,4600665.06,4366952.89,2726447.89,546096.95,109407.92,0.119,0.0361,4.97,1.44,1.07,-0.02,0.153,0.042,0.086,-0.205,0.014,0,8,9,22724915.0,4913776.63,4.051,Sever,0.96
CO100681,Compania G681 Glodeni SRL,SRL,G-Comerț cu ridicata&amănuntul,Taraclia,Mijlocii,2011,14,86,78070744.75,58991767.23,21580325.27,37411441.96,10959177.88,4497753.1,1123995.9,0.1116,0.0151,7.51,1.42,1.19,-0.031,0.094,0.02,0.032,0.004,0.0018,0,5,10,6985916.48,18099083.72,0.088,Foarte scăzut,1.0
CO100682,Compania M682 Ocnița SRL,SRL,M-Servicii profesionale,Hîncești,Mici,2023,2,7,30774291.83,39548114.73,27667534.58,11880580.16,16927647.38,5267513.68,2033843.95,0.0589,0.0381,1.35,1.03,0.69,-0.115,0.225,0.03,0.099,-0.131,0.0844,0,9,18,8396745.0,24744389.16,0.157,Scăzut,0.907
CO100683,Compania G683 Orhei SRL,SRL,G-Comerț cu ridicata&amănuntul,Strășeni,Mici,2024,1,10,6915890.61,7102053.19,4440118.24,2661934.95,1904174.08,499828.13,282610.4,0.2391,0.1375,8.79,1.59,1.26,0.076,0.061,0.134,0.357,-0.051,0.0053,0,7,12,3335956.24,6902846.08,0.383,Moderat,0.928
CO100684,Compania C684 Cahul SRL,SRL,C-Industrie prelucrătoare,Florești,Micro,2021,4,7,3265473.89,3225581.27,1558533.98,1667047.28,887252.41,286161.8,136233.09,-0.05,-0.15,0.0,1.71,1.18,0.064,0.182,-0.152,-0.294,-0.089,0.0534,0,8,14,13068924.73,18383605.85,2.823,Sever,0.899
CO100685,Compania Q685 Strășeni SA,SA,Q-Sănătate&Asistență,Ungheni,Mici,2022,3,32,18884626.88,18439274.56,7400677.68,11038596.87,4880714.67,899397.26,177316.48,0.3854,0.25,15.53,1.68,1.25,0.045,0.127,0.256,0.428,-0.099,0.0011,0,8,12,60353976.95,20104691.91,4.849,Sever,0.985
CO100686,Compania M686 Dubăsari SRL,SRL,M-Servicii profesionale,Șoldănești,Micro,2017,8,11,704786.55,1000000.0,724499.68,275500.32,325187.0,125253.04,57334.14,0.0018,-0.0186,0.05,1.62,1.28,0.025,-0.048,-0.013,-0.047,0.068,0.1303,0,7,7,10986975.29,7503859.14,7.012,Sever,0.972
CO100687,Compania F687 Ocnița SA,SA,F-Construcții,Ștefan Vodă,Mici,2010,15,24,13529594.16,11108840.42,5808899.4,5299941.02,2704138.28,1703147.9,494075.58,0.2579,0.1644,15.66,0.26,0.05,-0.006,0.16,0.2,0.42,-0.092,0.0765,0,11,8,11700350.3,7408038.98,0.645,Moderat,0.886
CO100688,Compania C688 Taraclia SRL,SRL,C-Industrie prelucrătoare,Călărași,Mici,2023,2,5,9987943.15,8795322.53,4397658.18,4397664.35,3142622.02,488348.98,248773.2,0.1688,0.1459,7.65,2.06,1.96,0.308,-0.074,0.166,0.331,0.059,0.0007,0,11,8,6931728.71,6171454.48,0.454,Moderat,0.798
CO100689,Compania G689 Călărași SRL,SRL,G-Comerț cu ridicata&amănuntul,Chișinău,Mici,1994,31,35,14416428.86,12375392.38,11483383.22,892009.16,8289348.08,1599184.82,308646.98,0.1447,0.1229,5.2,1.42,1.23,0.363,0.074,0.143,0.5,0.276,0.0073,0,12,10,8420276.02,7665589.98,2.985,Sever,0.874
CO100690,Compania A690 Cimișlia SA,SA,A-Agricultură,Anenii Noi,Micro,2001,24,11,2388608.71,2796813.6,2656972.92,139840.68,987825.23,588772.29,211105.84,0.2847,0.25,5.15,1.37,0.91,0.012,0.249,0.214,0.5,0.075,0.0385,0,5,4,6568069.99,2662043.58,10.0,Sever,1.0
CO100691,Compania H691 Orhei SRL,SRL,H-Transport&Depozitare,Dondușeni,Mari,2020,5,937,525593608.89,474517953.08,188914686.73,285603266.34,107249734.82,49311026.37,12162680.37,0.2077,0.2123,7.27,1.41,0.88,0.208,0.043,0.235,0.391,-0.107,0.0004,0,11,12,70854089.28,163375588.19,0.141,Scăzut,0.895
CO100692,Compania R692 Drochia SRL,SRL,R-Cultură&Recreere,Șoldănești,Mici,2009,16,3,4224083.82,5167148.98,2718342.76,2448806.22,1605630.1,711411.43,152238.38,0.1119,0.0257,2.03,1.21,0.72,-0.3,0.156,0.021,0.044,-0.211,0.1161,0,11,4,6662965.4,14138937.19,0.994,Ridicat,0.778
CO100693,Compania G693 Briceni SRL,SRL,G-Comerț cu ridicata&amănuntul,Cimișlia,Mijlocii,1995,30,77,28537681.56,23174527.18,15613742.55,7560784.63,7610163.6,2079056.22,649902.47,0.0932,-0.0037,6.35,1.75,1.07,0.129,-0.2,-0.005,-0.014,0.155,0.0021,0,14,14,15960102.97,15283089.51,0.574,Moderat,0.767
CO100694,Compania G694 Leova SA,SA,G-Comerț cu ridicata&amănuntul,Cahul,Mijlocii,2016,9,190,45416971.58,34088865.29,15690495.42,18398369.86,7261767.8,4202389.68,531457.37,0.0392,-0.0067,2.25,1.22,0.7,-0.15,0.057,-0.009,-0.016,-0.309,0.0349,0,11,11,11952318.1,10784778.77,0.223,Scăzut,0.866
CO100695,Compania G695 Dubăsari SRL,SRL,G-Comerț cu ridicata&amănuntul,Cahul,Mijlocii,1996,29,147,29875827.28,30025766.59,10394585.58,19631181.01,5731757.5,2618329.25,815022.48,0.1784,0.1141,6.59,1.29,0.84,0.087,0.31,0.114,0.174,0.041,0.0025,0,7,8,9698459.93,30069502.12,0.25,Scăzut,0.898
CO100696,Compania I696 Nisporeni SA,SA,I-HoReCa,Orhei,Micro,2008,17,11,2377521.63,3602612.14,2337292.04,1265320.09,1449002.7,441260.53,201219.6,0.0827,0.055,1.38,1.83,1.53,0.125,0.309,0.036,0.103,-0.035,0.0217,0,14,9,6489850.15,13377509.2,2.363,Sever,0.745
CO100697,Compania G697 Florești SRL,SRL,G-Comerț cu ridicata&amănuntul,Rîșcani,Mijlocii,2010,15,114,89863748.78,67180613.33,38015678.23,29164935.1,19349174.47,9264997.51,2063108.37,0.2167,0.1808,10.67,1.81,1.0,0.068,0.261,0.242,0.5,0.033,0.0006,0,12,8,14639046.41,2787564.49,0.151,Scăzut,0.875
CO100698,Compania A698 Nisporeni SRL,SRL,A-Agricultură,Dondușeni,Micro,2010,15,10,970942.96,1294870.33,777978.47,516891.86,471777.05,199533.2,20411.31,0.2491,0.2324,4.15,1.31,0.73,0.079,0.083,0.174,0.436,-0.018,0.0327,0,7,17,7875003.53,28756184.12,3.981,Sever,0.978
CO100699,Compania F699 Dubăsari SRL,SRL,F-Construcții,Basarabeasca,Micro,1992,33,5,1282817.76,1424591.84,698301.17,726290.67,470723.5,187617.56,45709.04,0.1798,0.1429,4.18,2.14,1.9,-0.156,0.136,0.129,0.252,-0.11,0.0068,0,13,10,12693805.47,6538599.94,9.085,Sever,0.877
CO100700,Compania M700 Ștefan Vodă SRL,SRL,M-Servicii profesionale,Cahul,Mijlocii,2022,3,150,88319909.52,69704489.36,37477674.62,32226814.74,25097171.56,8741649.5,1122870.56,0.0006,-0.0929,0.02,1.26,0.63,0.08,-0.2,-0.118,-0.255,0.06,0.0234,0,7,5,12045612.7,16994344.83,0.12,Scăzut,0.982
CO100701,Compania M701 Leova SRL,SRL,M-Servicii profesionale,Ocnița,Micro,2021,4,10,2490218.82,2724441.11,1426848.99,1297592.11,549650.76,325098.57,82255.33,0.0797,0.0183,3.66,1.06,0.64,0.16,0.137,0.017,0.035,-0.328,0.0749,0,11,11,17646849.39,6385485.94,4.451,Sever,0.923
CO100702,Compania G702 Rîșcani SRL,SRL,G-Comerț cu ridicata&amănuntul,Cantemir,Micro,2022,3,6,2824551.48,4069976.4,2509684.5,1560291.9,1035381.8,571855.86,223677.19,0.1496,0.0896,11.65,1.03,0.71,0.037,0.297,0.062,0.162,0.003,0.0271,0,5,14,15907245.49,26937790.56,5.524,Sever,1.0
CO100703,Compania J703 Criuleni SRL,SRL,J-Informații&Comunicații,Orhei,Mici,1997,28,31,22864266.72,20648462.08,6714947.33,13933514.75,4230428.61,1618069.86,523468.82,0.1365,0.1013,6.16,1.37,0.74,0.109,0.23,0.112,0.166,-0.492,0.0065,0,10,10,6137955.37,29201155.8,0.109,Scăzut,0.892
CO100704,Compania F704 Criuleni SRL,SRL,F-Construcții,Cantemir,Mici,2003,22,40,28221310.85,34426260.95,12692595.6,21733665.35,7454777.99,1699085.56,600107.21,0.0832,0.0593,2.47,1.34,0.81,0.152,0.205,0.049,0.077,-0.041,0.0064,0,8,19,4280833.19,59178353.44,0.078,Foarte scăzut,0.847
CO100705,Compania C705 Hîncești SRL,SRL,C-Industrie prelucrătoare,Rezina,Mici,2022,3,48,9647498.14,11885077.87,3671573.76,8213504.11,2189242.79,549272.63,274006.35,0.1208,0.0688,4.43,1.32,0.96,0.173,0.25,0.056,0.081,0.066,0.0047,0,10,14,26676661.03,25422578.29,2.735,Sever,0.966
CO100706,Compania I706 Călărași SRL,SRL,I-HoReCa,Cimișlia,Micro,2015,10,4,1072358.05,1210549.57,479971.99,730577.57,357447.33,76772.6,12499.71,0.1199,0.0875,2.42,1.03,0.75,-0.005,-0.104,0.077,0.128,0.106,0.0711,0,8,5,15949220.22,5173334.85,6.107,Sever,0.909
CO100707,Compania C707 UTA Găgăuzia SRL,SRL,C-Industrie prelucrătoare,Criuleni,Micro,2009,16,6,3881192.24,4880764.61,2986001.62,1894762.99,1259983.24,519889.44,247309.09,0.2267,0.2208,7.26,2.09,1.73,-0.082,0.211,0.176,0.452,-0.186,0.0036,0,13,5,9771690.83,8028940.48,1.833,Ridicat,0.669
CO100708,Compania G708 Cimișlia SRL,SRL,G-Comerț cu ridicata&amănuntul,Cimișlia,Micro,2003,22,7,1870930.13,1840103.23,1089798.67,750304.56,593749.06,320754.74,87316.54,0.2099,0.1009,8.23,1.37,0.73,0.045,0.216,0.103,0.252,0.213,0.0114,0,9,10,10931201.08,10647376.38,6.221,Sever,0.911
CO100709,Compania A709 Călărași SRL,SRL,A-Agricultură,Călărași,Mari,2021,4,785,704970131.31,615610639.88,527475824.77,88134815.11,223136023.45,130231121.84,27790126.58,0.1879,0.1166,6.33,2.58,2.25,0.121,0.049,0.133,0.5,0.26,0.0,0,8,14,6117998.08,15129688.71,0.019,Foarte scăzut,0.854
CO100710,Compania A710 Sîngerei SRL,SRL,A-Agricultură,Briceni,Micro,1994,31,6,2051225.63,2097308.87,1534322.76,562986.11,916882.02,441063.64,93824.72,0.1623,0.1201,3.08,1.3,0.77,0.136,0.037,0.117,0.437,0.075,0.046,0,17,8,12062409.77,2012028.1,6.03,Sever,0.764
CO100711,Compania G711 UTA Găgăuzia SRL,SRL,G-Comerț cu ridicata&amănuntul,Sîngerei,Micro,2017,8,6,906103.36,1129529.74,346757.8,782771.94,127541.43,39482.68,11088.24,0.1598,0.1273,10.05,0.79,0.49,0.059,0.024,0.102,0.147,0.092,0.0298,0,5,6,798511.01,1739642.1,0.283,Scăzut,1.0
CO100712,Compania G712 Soroca SA,SA,G-Comerț cu ridicata&amănuntul,Căușeni,Mici,2004,21,30,7254871.56,6498566.45,5040099.75,1458466.7,2559564.07,1301726.32,108976.21,0.0756,0.0189,2.44,1.63,1.37,0.041,-0.177,0.021,0.094,0.176,0.0206,0,13,9,18309100.07,7109207.96,9.926,Sever,0.908
CO100713,Compania B713 Glodeni SRL,SRL,B-Extragere,Fălești,Micro,2009,16,2,1934222.58,2818027.17,817694.6,2000332.58,291688.2,109536.66,64720.6,0.114,0.0582,14.46,1.94,1.98,0.188,0.042,0.04,0.056,0.119,0.001,0,11,4,2689202.97,3584493.95,0.359,Moderat,0.643
